tweet,selected_by_day,date,link,events,selected,journalist,keywords
3 juillet 2012: Dr Talbot proposait de diminuer dose de l'antipsychotique Risperdal. #Magnotta mis graduellement au Seroquel.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531902100783898624,corps,,@MessierSRC,3 juillet Dr Talbot proposait diminuer dose l'antipsychotique Risperdal #Magnotta mis Seroquel
Dr Talbot notait aussi que #Magnotta voulait ses médicaments. Il ne «comprenait pas» les accusations portées contre lui.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531900498803433472,,,@MessierSRC,Dr Talbot notait #Magnotta voulait médicaments comprenait accusations portées
"Le psy Jacques Talbot qui a vu #Magnotta au début l'a trouvé «très paranoïde». Entendait des voix, se sentait surveillé aussi.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531899883570360320,,,@MessierSRC,psy Jacques Talbot a vu #Magnotta début a trouvé paranoïde Entendait voix sentait surveillé
"À son arrivée à RDP, en juin 2012, #Magnotta a dit n'avoir aucun souvenir de ce qui l'avait mené en prison, dit Allard.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531899512504459265,,,@MessierSRC,arrivée RDP juin #Magnotta a dit n'avoir souvenir l'avait mené prison dit Allard
Dre Allard s'est aussi penchée sur le dossier de #Magnotta au centre de détention de Rivière-des-Prairies. Elle commente.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531898524494229504,,,@MessierSRC,Dre Allard s ' est penchée dossier #Magnotta centre détention Rivière-des-Prairies commente
"Dre Allard maintenant questionnée sur rapport du psy Joel Watts, qui a accompagné #Magnotta lors de son extradition",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531897906513444864,,,@MessierSRC,Dre Allard questionnée rapport psy Joel Watts a accompagné #Magnotta extradition
Allard précise qu'elle ne retient pas plus l'hypothèse que #Magnotta est devenu psychotique après le meurtre de Lin Jun,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531897697335541760,,,@MessierSRC,Allard précise qu'elle retient l'hypothèse #Magnotta est devenu psychotique meurtre Lin Jun
"«C'est un homme qui était en pleine psychose à ce moment-là», dit Allard, au sujet de ce que #Magnotta a dit à Barth en juin 2012",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531897505228009472,,,@MessierSRC,C'est homme était pleine psychose moment-là dit Allard #Magnotta a dit Barth juin
"Allard continue d'énumérer différents du rapport de Barth qui mettent à mal la possibilité qu'il jouait la comédie, selon elle #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531897255792754688,,,@MessierSRC,Allard continue d'énumérer différents Barth mettent possibilité qu'il jouait comédie #Magnotta
"Les gens qui simulent parlent tout de suite d'hallucinations par exemple, ce que n'a pas fait #Magnotta à Berlin, dit Allard",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531896658163171330,,,@MessierSRC,gens simulent parlent d'hallucinations ' a fait #Magnotta Berlin dit Allard
"Le manque d'expression faciale est aussi difficile à simuler, poursuit Allard. Il disait aussi parler seul quand il était à Berlin #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531896515007352832,,,@MessierSRC,manque faciale est difficile simuler poursuit Allard disait parler seul était Berlin #Magnotta
"Allard dit qu'il est «très difficile» de simuler passer d'un sujet à l'autre, comme #Magnotta l'a fait avec Dr Barth.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531896165139492866,,,@MessierSRC,Allard dit qu'il est difficile simuler passer sujet l'autre #Magnotta a fait Dr Barth
«Pour moi c'est clair» dit Allard. «Les dossiers médicaux montrent qu'il souffre de schizophrénie». Histoire classique d'aileurs #Magnotta,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531895924117995520,,,@MessierSRC,clair dit Allard dossiers médicaux montrent souffre schizophrénie Histoire classique d'aileurs #Magnotta
"Allard note que Barth n'a pas posé de diagnostic officiel en juin 2012. Ne l'a vu qu'une semaine, n'a pas vu ses dossiers médicaux #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531894646612688896,,,@MessierSRC,Allard note Barth n ' a posé diagnostic officiel juin a vu semaine n ' a vu dossiers médicaux #Magnotta
La Dre Allard est maintenant interrogée sur le rapport du psychiatre allemand Barth concernant #Magnotta,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531894380194320384,,,@MessierSRC,Dre Allard est interrogée psychiatre allemand Barth concernant #Magnotta
"Les psys du Jewish ont acheté la version de #Magnotta, dit Allard. Rappelle qu'il avait consulté de lui-même. Pas dans un contexte légal",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531894114330370048,,,@MessierSRC,psys Jewish ont acheté version #Magnotta dit Allard Rappelle avait consulté lui-même contexte légal
#Magnotta a dit à Allard ensuite qu'il ne voulait pas évoquer hallucinations auditives au Jewish pour ne pas être hospitalisé.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531893613538840578,arrestation,,@MessierSRC,#Magnotta a dit Allard voulait évoquer hallucinations auditives Jewish être hospitalisé
"Allard note que #Magnotta a menti en disant être paysagiste. Aussi, il a évoqué des prob. de drogues non consignés dans dossiers médicaux",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531893387587510272,,,@MessierSRC,Allard note #Magnotta a menti disant être paysagiste a évoqué prob drogues consignés dossiers médicaux
"Hôpital juif a référé #Magnotta a CLSC et à une unité du Jewish spécialisée dans les personnalités limites, dit Allard.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531892968228397056,,,@MessierSRC,juif a référé #Magnotta a CLSC unité Jewish spécialisée personnalités limites dit Allard
"Conclusion sur #Magnotta à l'hôpital général juif, en avril 2012: personnalité borderline.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531892670021787648,appartement,,@MessierSRC,Conclusion #Magnotta général juif avril personnalité borderline
#Magnotta a aussi dit au Jewish avoir eu des problèmes de drogues. Disait boire encore 6 consommations par jour.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531891874760757250,arrestation,,@MessierSRC,#Magnotta a dit Jewish avoir eu problèmes drogues Disait boire 6 consommations jour
"#Magnotta rapportait 4 hospitalisations, disait avoir été diagnostiqué schizophrène, mais que c'était dû aux drogues. Disait être bipolaire.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531891642635407360,arrestation,,@MessierSRC,#Magnotta rapportait hospitalisations disait avoir été diagnostiqué schizophrène ' était dû drogues Disait être bipolaire
"Au Jewish, #Magnotta a nié tout épisode psychotique, dit encore Allard. C'était un peu plus d'un mois avant meurtre de Lin Jun.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531891229555195904,,,@MessierSRC,Jewish #Magnotta a nié épisode psychotique dit Allard C'était d'un mois meurtre Lin Jun.
"Mais ces symptômes ne duraient qu'une journé, selon #Magnotta. Autrement, il se disait sociable, poursuit Allard.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531890975548145665,,,@MessierSRC,symptômes duraient journé #Magnotta disait sociable poursuit Allard
"#Magnotta s'est aussi décrit comme anxieux, craignait que sa vie soit ruinée, rapportait attaques de panique, peur d'être jugé, etc.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531890760665550848,arrestation,,@MessierSRC,#Magnotta s ' est décrit anxieux craignait vie soit ruinée rapportait attaques panique peur d'être jugé
"#Magnotta se décrivait comme impulsif. Pouvait partir en voyage sur coup de tête, comme à Londres récemment, dit Allard.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531890515298775041,arrestation,,@MessierSRC,#Magnotta décrivait impulsif Pouvait partir voyage Londres dit Allard
"#Magnotta disait pouvoir être enthousiaste qq jours avant de «crasher». Avait décrit épisodes dépressifs, admettait relations instables.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531890256631836672,arrestation,,@MessierSRC,#Magnotta disait pouvoir être enthousiaste jours crasher Avait décrit épisodes dépressifs admettait instables
"#Magnotta avait évoqué son passé médical en Ontario. Rapportait problèmes d'humeur, phases maniaques, problème de sommeil, etc.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531889883321999360,arrestation,,@MessierSRC,#Magnotta avait évoqué passé médical Ontario Rapportait problèmes d'humeur phases maniaques problème
"#Magnotta a été vu au Jewish le 17 avril 2012. Disait être à Montréal depuis 14 mois, être paysagiste.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531889623296118785,arrestation,,@MessierSRC,#Magnotta a été vu Jewish 17 avril Disait être Montréal mois être paysagiste
"Allard interrogée sur dossier médical de #Magnotta à l'hôpital général juif, où il avait été référé par la Dre Jean Destin.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531889387286851584,,,@MessierSRC,Allard interrogée dossier médical #Magnotta général juif avait été référé Dre
"«Plus on se rapproche du délit, les dossiers médicaux deviennent importants», affirme Allard. #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531888963079114753,,,@MessierSRC,rapproche délit dossiers médicaux deviennent importants affirme Allard #Magnotta
"À ce moment (janv. 2011), #Magnotta ne devait pas prendre bcp de médicaments. Sa dernière prescription datait d'août 2010, dit Allard.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531888568961347585,,,@MessierSRC,moment janv #Magnotta devait prendre bcp médicaments dernière prescription datait d'août dit Allard
"Ayant reçu son congé à Miami, #Magnotta a tenté de se pendre, mais a eu peur, et s'est décroché.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531888241507831808,,,@MessierSRC,Ayant reçu congé Miami #Magnotta a tenté pendre a eu peur s ' est décroché
"À Miami, #Magnotta disait avoir quitté un bar et appelé la police en raison de Many. Cela explique son hospitalisation en janvier 2011",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531888044446851075,,,@MessierSRC,Miami #Magnotta disait avoir quitté appelé police explique hospitalisation janvier
"#Magnotta disait avoir craint que Many le tue et qu'il était parti pour Miami pour le fuir. Mais l'autre avait insisté, y était allé aussi",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531887795179356161,arrestation,,@MessierSRC,#Magnotta disait avoir craint Many tue qu'il était parti Miami fuir l'autre avait insisté était allé
"#Magnotta disait vivre à NY, mais être parti à Miami avec ce Many, sous la contrainte, poursuit Allard.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531887422574186496,arrestation,,@MessierSRC,#Magnotta disait vivre NY être parti Miami contrainte poursuit Allard
"#Magnotta parlait souvent d'un de ses clients comme escorte, Manuel Lopez ou Many. Un homme violent, selon lui.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531887162124689410,arrestation,,@MessierSRC,#Magnotta parlait clients escorte Many homme violent
"Allard a parlé avec #Magnotta de son hospitalisation à Miami. Très en colère contre sa mère, qui n'avait pas voulu l'aider.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531886933950332928,,,@MessierSRC,Allard a parlé #Magnotta hospitalisation Miami colère mère n'avait voulu l'aider
Procès #Magnotta reprend. La psychiatrique Marie-Frédérique Allard est tjrs interrogée sur son rapport par l'avocat de la défense.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531886336136204288,procedure,,@MessierSRC,Procès #Magnotta reprend psychiatrique Marie-Frédérique Allard est tjrs interrogée défense
Pause du midi. Retour à 14h pour le procès #Magnotta.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531860826924519424,video,,@MessierSRC,Pause midi Retour procès #Magnotta
La mère de #Magnotta a dit lors de l'enquête que son fils voulait quitter cet hôpital. Il était très en colère qu'elle ne l'ait pas aidé.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531860699996102656,,,@MessierSRC,mère #Magnotta a dit l'enquête fils voulait quitter hôpital était colère qu'elle l'ait aidé
"21 janvier 2011: #Magnotta est réévalué. La psy ne note aucun contenu psychotique, mais jugement légèrement diminué.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531859372658683904,,,@MessierSRC,21 janvier #Magnotta est réévalué psy note contenu psychotique jugement diminué
"Psy qui a évalué #Magnotta note qu'il a nié avoir problèmes psychiatriques, prendre médicaments. Diagnostic: psychose.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531858020637356032,,,@MessierSRC,Psy a évalué #Magnotta note a nié avoir problèmes psychiatriques prendre médicaments Diagnostic psychose
"#Magnotta craignait un homme qui l'abusait. Aucune preuve de trauma cependant, dit la Dre Allard.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531857562430615552,arrestation,,@MessierSRC,#Magnotta craignait homme l'abusait preuve trauma dit Dre Allard
"#Magnotta a été mis en garde préventive au Mount Sinai. A été référé à un psy, qui le verra le 20 janvier 2011 finalement.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531857330829533184,arrestation,,@MessierSRC,#Magnotta a été mis préventive référé psy verra 20 janvier
Urgentologue qui a vu #Magnotta a conclu à un épisode psychotique aigüe. N'était pas intoxiqué.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531856914184142848,,,@MessierSRC,Urgentologue a vu #Magnotta a conclu épisode psychotique aigüe N'était intoxiqué
"20 janvier 2011, #Magnotta admis à l'urgence de Mount Sinai. Avait de la difficulté à se rappeler quand il était arrivé de NY.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531856575150170112,,,@MessierSRC,20 janvier #Magnotta admis Avait difficulté rappeler était arrivé NY
Allard maintenant interrogée sur dossier médical de #Magnotta à l'hôpital Mount Sinai de Miami Beach.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531856367087542272,,,@MessierSRC,Allard interrogée dossier médical #Magnotta l'hôpital Mount Sinai Miami Beach
"Dans schizophrénie, il y a un lien très important avec la médication, dit Allard. Arrêter médication = le plus souvent une rechute #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531855682673573888,,,@MessierSRC,schizophrénie a lien important médication dit Allard Arrêter médication rechute #Magnotta
"Schizophrénie est maladie chronique, dit Allard: ça se traite, se contrôle, mais ne guérit pas. Comme le diabète, illustre-t-elle #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531855100302856192,,,@MessierSRC,Schizophrénie est maladie chronique dit Allard traite contrôle guérit diabète illustre-t-elle #Magnotta
"La génétique est importante dans schizophrénie, dit Allard. Si les deux parents le sont, l'enfant a 40x plus de risque de l'avoir #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531854587087818752,,,@MessierSRC,génétique est importante schizophrénie dit Allard deux parents sont l'enfant a 40x risque l'avoir #Magnotta
"Schizophrènes consomment souvent mari/alcool/autres drogues, dit Allard. Mais Harrison House ne souligne jamais ce problème #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531853973175943168,,,@MessierSRC,Schizophrènes consomment mari/alcool/autres drogues dit Allard Harrison House souligne problème #Magnotta
"#Magnotta a quitté Harrison House en nov. 03. Établissement faisait alors le point. Il était apparu «assez malade», disait-on.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531852831620595712,arrestation,,@MessierSRC,#Magnotta a quitté Harrison House Établissement faisait point était apparu malade disait-on
Un intervenant d'Harrison House a écrit en 2003 que #Magnotta croyait que les autres résidents faisaient partie d'un culte.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531852411833708544,,,@MessierSRC,intervenant d'Harrison House a écrit #Magnotta croyait autres résidents faisaient partie d'un culte
"#Magnotta s'est beaucoup plaint de se sentir harcelé à Harrison House, révèlent série de lettres qu'il a écrites",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531851732046086144,arrestation,,@MessierSRC,#Magnotta s ' est plaint sentir harcelé Harrison House révèlent série lettres qu'il a écrites
"Harrison House notait aussi sa difficulté à socialiser, à comprendre sa maladie, sentiment de persécution, mauvais jugement, etc #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531850773022646272,,,@MessierSRC,Harrison House notait difficulté socialiser comprendre maladie sentiment persécution mauvais jugement #Magnotta
"Intervenants de Harrison House ont décrit les difficultés de #Magnotta: planifier repas, retrouver confiance en lui, etc.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531850522392031232,,,@MessierSRC,Intervenants Harrison House ont décrit difficultés #Magnotta planifier repas retrouver confiance
"Allard revient sur le séjour de #Magnotta à Harrisson House, ressource spécialisée où il a vécu par moments en 2001 et 2003",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531849988192882689,,,@MessierSRC,Allard revient séjour #Magnotta ressource spécialisée a vécu moments 2001
Weinstein disait être préoccupé par le harcèlement allégué de l'ex-conjoint de #Magnotta.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531849633199570944,,,@MessierSRC,Weinstein disait être préoccupé harcèlement allégué #Magnotta
13 août 2010: #Magnotta ne peut préciser sa consommation d'antipsychotique à Weinstein.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531849284317364224,,,@MessierSRC,13 août #Magnotta peut préciser consommation d'antipsychotique Weinstein
"Tweet précédent plutôt relatif à un rendez-vous de juillet 2010. Dernier RV avec Weinstein sera le suivant, le 13 août 2010. #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531848920373415937,,,@MessierSRC,Tweet précédent relatif rendez-vous juillet Dernier RV Weinstein sera suivant 13 août #Magnotta
13 août 2010: #Magnotta de retour avec son conjoint. Psychiatre Weinstein juge cette relation abusive.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531848564704813056,,,@MessierSRC,13 août #Magnotta retour conjoint Psychiatre Weinstein juge relation abusive
"En mai 2010, nouveau RV avec Weinstein. Schizophrénie quelque peu instable, notera le psychiatre de North York #Magnotta",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531848293614362624,colis,,@MessierSRC,mai nouveau RV Weinstein Schizophrénie instable notera psychiatre York #Magnotta
"#Magnotta avait rompu, déménagé, se sentait épié. État de suspicion générale, notera Dr Weinstein.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531847762644836352,arrestation,,@MessierSRC,#Magnotta avait rompu déménagé sentait épié générale notera Dr Weinstein
Janvier 2010: Weinstein disait avoir encore des surplus médicaments de Sooriabalan. Mais dernière prescription remontait à mai 2009...,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531847206589198336,,,@MessierSRC,disait avoir surplus médicaments Sooriabalan dernière prescription remontait mai
"#Magnotta a nié hallucinations au Dr Weinstein. Ce dernier a diagnostiqué qu'il était schizophrène, stable.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531846923167494144,arrestation,,@MessierSRC,#Magnotta a nié hallucinations Dr Weinstein dernier a diagnostiqué était schizophrène stable
"#Magnotta rapportait alors (2009) avoir un conjoint accro au sexe, qui avait relations avec d'autres hommes dans leur appartement.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531846640559460352,arrestation,,@MessierSRC,#Magnotta rapportait avoir conjoint accro sexe avait hommes appartement
"#Magnotta disait aussi avoir voyagé, notamment à LA, où des producteurs lui avaient payé chirurgies esthétiques.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531846370442088448,arrestation,,@MessierSRC,#Magnotta disait avoir voyagé producteurs avaient payé chirurgies esthétiques
#Magnotta a rapporté relations sexuelles à 15-16 ans avec nouvelle conjointe de son père. S'en sentait coupable.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531846213864529920,arrestation,,@MessierSRC,#Magnotta a rapporté sexuelles ans nouvelle conjointe père sentait coupable
"Weinstein notait toute l'historique familial de #Magnotta, notamment que son beau-père l'agressait.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531846046029467648,,,@MessierSRC,Weinstein notait l'historique familial #Magnotta beau-père l'agressait
#Magnotta disait à Weinstein être stable depuis 2004. Le Dr connaissait l'état de santé de son père: schizophrène paranoïde.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531845668412067841,arrestation,,@MessierSRC,#Magnotta disait Weinstein être stable Dr connaissait père schizophrène paranoïde
#Magnotta avait dit au Dr Weinstein qu'il avait été suivi par Dr Sooriabalan.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531844788744896512,arrestation,,@MessierSRC,#Magnotta avait dit Dr Weinstein qu'il avait été suivi Dr Sooriabalan
#Magnotta rapportait au Dr Weinstein avoir commencé à avoir des problèmes à 19 ans.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531844469617098752,arrestation,,@MessierSRC,#Magnotta rapportait avoir commencé avoir problèmes ans
#Magnotta avait été référé au Dr Weinstein par son médecin de famille. 1ère rencontre le 26 oct. 2009.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531844252142403584,arrestation,,@MessierSRC,#Magnotta avait été référé Dr Weinstein médecin famille 1ère rencontre 26 oct.
Procès #Magnotta reprend. Dre Allard interrogée sur le dossier médical de #Magnotta à l'hôpital North York.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531843907647438848,procedure,,@MessierSRC,Procès #Magnotta reprend Dre Allard interrogée dossier médical #Magnotta l'hôpital York
"#Magnotta ne s'est pas présenté aux 3 derniers RV avec Sooriabalan: déc 08, et mars et juin 2009. Sur ce, pause de la matinée.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531836561378541568,arrestation,,@MessierSRC,#Magnotta s ' est présenté 3 derniers RV Sooriabalan déc 08 mars juin pause matinée
"Octobre 2007: #Magnotta dit avoir commencé à faire films pornos, ne veut pas être admis à l'hôpital.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531836219127496704,,,@MessierSRC,Octobre #Magnotta dit avoir commencé faire films pornos veut être admis l'hôpital
"Août 2007: #Magnotta se plaint à son psy que des gens répandent rumeurs à son sujet, par ex. qu'il fréquentait Karla Homolka.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531835858929065984,,,@MessierSRC,Août #Magnotta plaint psy gens répandent rumeurs sujet ex fréquentait Karla Homolka
"Août 2006: #Magnotta ne recevait plus d'aide gouvernementale, se disait mannequin, note rapport de Sooriabalan.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531835535887986690,,,@MessierSRC,Août #Magnotta recevait d'aide gouvernementale disait mannequin note Sooriabalan
"Fin 2005, #Magnotta habitait seul. En 2006, il change de nom, se fait greffer des cheveux. Prenait tjrs deux antipsychotiques.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531835488727224320,,,@MessierSRC,Fin #Magnotta habitait seul change nom fait greffer cheveux Prenait deux antipsychotiques
"Avril 2004: #Magnotta habitait avec famille grecque. En août, il vivait avec une famille jamaïcaine. Fréquentait eglise de scientologie.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531834708083355648,,,@MessierSRC,Avril #Magnotta habitait famille grecque août vivait famille jamaïcaine Fréquentait eglise scientologie
Dernière note de Sooriabalan le 26 juin 2009. #Magnotta ne s'était pas présenté à son rendez-vous.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531833642797236224,,,@MessierSRC,Dernière note Sooriabalan 26 juin #Magnotta s ' était présenté rendez-vous
"Dr Sooriabalan disait en 2005 que si #Magnotta ne prenait pas ses médicaments, risque de réapparition des symptômes.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531833272163401728,,,@MessierSRC,Dr Sooriabalan disait #Magnota prenait médicaments risque réapparition symptômes
"En 2005, Sooriabalan notait que #Magnotta ratait ses rendez-vous, ce qui créait problèmes de ses médicaments, dit Allard.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531832932152127488,,,@MessierSRC,Sooriabalan notait #Magnotta ratait rendez-vous créait problèmes médicaments dit Allard
"2004: #Magnotta est accusé de fraude. Sa mère dit qu'il agit de façon très paranoïde, est confus, etc. Elle a écrit au psy.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531832181162000384,,,@MessierSRC,#Magnotta est accusé fraude mère dit agit façon paranoïde est confus a écrit psy
"Dre Allard lit note du Dr Sooriabalan, soulignant que malgré ses délires paranoïdes, #Magnotta n'était pas violent.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531831816316280832,,,@MessierSRC,Dre Allard lit note Dr Sooriabalan soulignant délires paranoïdes #Magnotta n'était violent
#Magnotta continuera d'être suivi par le Dr Sooriabalan jusqu'en octobre 2008. Ce psy l'aura donc traité pendant 6 ans.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531831418859847681,arrestation,,@MessierSRC,#Magnotta continuera d'être suivi Dr Sooriabalan jusqu'en octobre psy l'aura traité ans
"Bref, #Magnotta a été hospitalisé deux fois en un mois au Rouge Valley, résume Dre Allard. Considéré schizophrène paranoïde.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531831089871192066,,,@MessierSRC,#Magnotta a été hospitalisé fois mois Rouge résume Dre Allard Considéré schizophrène paranoïde
"#Magnotta s'est mis à aller mieux début avril, mais restait paranoïde. Se sentait surveillé, filmé.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531830809112883200,arrestation,,@MessierSRC,#Magnotta s ' est mis aller début avril restait paranoïde sentait surveillé filmé
"#Magnotta, admis le 25 mars 2003, restera hospitalisé jusqu'au 7 avril. Se dit anxieux, épié, n'aime pas sa vie, etc.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531830262637002752,,,@MessierSRC,#Magnotta admis 25 mars restera hospitalisé jusqu'au 7 avril dit anxieux épié n'aime vie
#Magnotta admettait alors qu'il était schizophrène. Mais croyait que les résidants de la ressource où il logeait le surveillaient sur vidéo.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531829675904212993,arrestation,,@MessierSRC,#Magnotta admettait qu'il était schizophrène croyait résidants ressource logeait surveillaient vidéo
#Magnotta avait alors idées suicidaires. Avait pensé se jeter devant un train. Ne voulait pas le faire pour épargner sa mère.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531829356805750784,arrestation,,@MessierSRC,#Magnotta avait idées suicidaires Avait pensé jeter train voulait faire épargner mère
"#Magnotta a quitté hôpital avec deux antipsychotiques. Mais peu après, fin mars 2003, il est hospitalisé à nouveau, se sentait surveillé",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531829084985499648,arrestation,,@MessierSRC,#Magnotta a quitté hôpital antipsychotiques fin mars est hospitalisé sentait surveillé
"#Magnotta a eu congé 18 mars. selon Allard. Son psy aurait préféré qu'il reste, mais craignait qu'il signe refus de traitement, dit Allard",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531828838746308609,arrestation,,@MessierSRC,#Magnotta a eu congé 18 mars Allard psy aurait préféré reste craignait signe refus traitement dit Allard
"#Magnotta niait symptômes et hallucinations, mais ses pensées restaient perturbées, résume Dre Allard.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531828544490725377,arrestation,,@MessierSRC,#Magnotta niait symptômes hallucinations pensées restaient perturbées résume Dre Allard
"Hospitalisation mars 2003. Les infirmières disaient #Magnotta anxieux. il dormait beaucoup, ne se levait pas pour les repas, etc.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531828314437324800,,,@MessierSRC,Hospitalisation mars infirmières disaient #Magnotta anxieux dormait levait repas
"Psy Sooriabalan alors ajouté médication antipsychotique injectable pour #Magnotta, dit Allard. Fut hospitalisé du 6 au 18 mars 2003.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531827989223600128,,,@MessierSRC,Sooriabalan ajouté médication antipsychotique injectable #Magnotta dit Allard Fut hospitalisé 6 18 mars
"#Magnotta s'était présenté à l'urgence de Rouge Valley avec un intervenant communautaire, précise Allard.",,11/10/2014,https://twitter.com/#!/MessierSRC/status/531827605738369024,arrestation,,@MessierSRC,#Magnotta s ' était présenté l'urgence Rouge intervenant communautaire précise Allard
#Magnotta avait aussi des hallucinations auditives. Injuriait ces voix lors de la consultation. Était agité.,,11/10/2014,https://twitter.com/#!/MessierSRC/status/531827354616999936,arrestation,,@MessierSRC,#Magnotta avait hallucinations auditives Injuriait voix consultation Était agité
