tweet,date,link,events,selected,journalist
Juin 2006: #Magnotta n'avait pas d'hallucination. Souffrait d'anxiété vs performance sexuelle. Lui a prescrit Cialis.,11/3/2014,https://twitter.com/#!/MessierSRC/status/529295818432729088,,,@MessierSRC
"2005: #Magnotta continue d'être suivi par Tan, qui avait changé de clinique. A consulté pour problème dermato, diète spéciale, MTS, etc.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529295132739502081,,,@MessierSRC
"Tan dit qu'à son avis, #Magnotta était schizophrène, comme cela était inscrit dans son dossier médical à l'automne 2003.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529294564331622400,,,@MessierSRC
"Mi 2005: psychiatre avait changé ses antipsychotiques. #Magnotta avait l'impression qu'il marchait comme un singe, dit Tan.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529293985689645056,,,@MessierSRC
"#Magnotta n'était pas suicidaire, dit Tan. Mais il lui semblait qu'il était «delusional» cependant.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529293170660896768,arrestation,,@MessierSRC
"Mars 2005: son psychiatre ne le croyait pas, disait #Magnotta. Il se dissit suivi, fermait ses rideaux pour en pas être vu.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529292457989918720,,,@MessierSRC
Mars 2005: #Magnotta avait vu son psychiatre. Disait que des gens utilisaient des photos de lui pour ruiner sa carrière. Entendait des voix.,11/3/2014,https://twitter.com/#!/MessierSRC/status/529292256667521025,,,@MessierSRC
"Fin 2004: #Magnotta toujours préoccupé par VIH, même si tests faits qq mois plus tôt étaient négatifs, dit Tan.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529291152030457856,,,@MessierSRC
"Tan a référé #Magnotta à un travailleur social, pour problèmes médicaux, psycho-sociaux, etc.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529290727709478912,,,@MessierSRC
"Son humeur était stable, dit Tan. Appétit était normal, mais il consommait toujours suppl. alimentaires. #Magnotta",11/3/2014,https://twitter.com/#!/MessierSRC/status/529290397483536384,,,@MessierSRC
Automne 2004: #Magnotta était préoccupé par son poids depuis maintenant un an. Voulait s'injecter un produit que Tan ne connaissait pas.,11/3/2014,https://twitter.com/#!/MessierSRC/status/529290214569934849,,,@MessierSRC
Tan a revu #Magnotta en octobre 2004. Il a dit avoir été hospitalisé à Toronto pour dépression. Prenait bcp de suppléments alimentaires.,11/3/2014,https://twitter.com/#!/MessierSRC/status/529289598426681345,,,@MessierSRC
"Août 2004: #Magnotta a consulté pour démangeaison cutanée, dit Tan. Il disait être stressé, disait avoir entendu des voix.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529288788921815040,,,@MessierSRC
"Tan a aussi vu #Magnotta en mai 2004, avec sa mère. Il ne se souvient pas pourquoi elle était là.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529287565829222401,,,@MessierSRC
Nov 2003: Dr Tan avait obtenu consentement de #Magnotta pour test de dépistage VIH.,11/3/2014,https://twitter.com/#!/MessierSRC/status/529286751635132416,,,@MessierSRC
"Tan dit qu'en octobre 2003, #Magnotta était venu consulter pour une perte de poids. A pris sa pression. Suivi a été fait 2 sem. plus tard.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529285834013675520,,,@MessierSRC
"Dr Tan ne reconnaît pas #Magnotta dans sa cage de verre. «Il a pris beaucoup de poids» observe-t-il, comme tant d'autres.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529285092053897217,,,@MessierSRC
"Note d'une infirmière en oct. 03 mentionnait que #Magnotta est maniaco-dépressif, souffre d'une forme de schizophrénie.",11/3/2014,https://twitter.com/#!/MessierSRC/status/529284241679740928,,,@MessierSRC
Le Dr Tan connaît #Magnotta. L'a notamment rencontré en octobre 2003. Il s'appelait alors Eric Newman.,11/3/2014,https://twitter.com/#!/MessierSRC/status/529283798220161024,,,@MessierSRC
Le Dr Allan Tan est déclaré expert en médecine familiale. Il entreprend son témoignage. #Magnotta,11/3/2014,https://twitter.com/#!/MessierSRC/status/529283119065870336,,,@MessierSRC
Le nouveau témoin de la défense est un docteur. Défense veut qu'il soit déclaré expert en médecine familiale. #Magnotta,11/3/2014,https://twitter.com/#!/MessierSRC/status/529282216887873536,,,@MessierSRC
Procès #Magnotta reprend au palais de justice de Montréal. La défense va appeler son 2e témoin à la barre.,11/3/2014,https://twitter.com/#!/MessierSRC/status/529281122036092928,procedure,,@MessierSRC
Et elle lui a aussi conseillé d'en discuter avec son avocat pour déterminer quel serait le moment opportun pour une telle démarche #Magnotta,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529378243993149440,,,@IsabelleRicher
"#Magnotta souhaitait, en avril 13, écrire à la mère de Lin Jun pour s'excuser. Son psychiatre traitant lui a dit que c'était trop tôt",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529378007216304128,passe,,@IsabelleRicher
"Selon la psychiatre Roy, #Magnotta a pris plus de 60 lb en prison en raison des médicaments et des fringales qu'ils occasionnent.",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529373384191512576,,,@IsabelleRicher
"Le 30 janvier 2013, Dr Roy indique ds son dossier que c'est compliqué de retenir un diagnostic précis pour #Magnotta",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529369243612356608,,,@IsabelleRicher
#Magnotta confie à la psy Roy qu'il déteste sa vie et ajoute qu'il a un contact spécial avec Marilyn Monroe qui lui parle parfois,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529365558807240704,passe,,@IsabelleRicher
"#Magnotta dit au Dr Roy qu'il a peur des codétenus, peur qu'ils le tuent. Il a des hallucinations auditives. Un faciès triste, dit le témoin",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529364832454463489,passe,,@IsabelleRicher
Dr Roy rencontre #Magnotta pour une première fois le 21 nov 2012 pour une période d'une heure. À RDP.,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529363781030514688,,,@IsabelleRicher
La dr Roy est médecin traitant de #Magnotta et il a accepté de la relever de son secret professionnel,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529361298807865344,,,@IsabelleRicher
"La psychiatre Renée Roy, 5e témoin de la défense. Experte psychiatrie légale.",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529360061815349248,,,@IsabelleRicher
"La médecin dit qu'elle prescrit rarement des somnifères, surtout lors d'une première visite. #Magnotta",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529354535274569728,,,@IsabelleRicher
#Magnotta lui dit prendre du Temazepam (restoril) depuis qqs années pour des problèmes de sommeil. Il veut une prescription. Dr David refuse,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529353975351746560,passe,,@IsabelleRicher
Dr David note le regard fixe et le ton monotone du patient #Magnotta lors de la visite du 20 juillet 2011,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529352545907777536,,,@IsabelleRicher
"#Magnotta consulte Dr David, sans rendez vous, pcq il n'arrive pas à prendre du poids.",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529352036438274050,passe,,@IsabelleRicher
"La dr Andrée David a vu #Magnotta le 20 juillet 2011 à la clinique Monk, sans rendez vous.",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529350711021408256,,,@IsabelleRicher
Le procureur lui demande si le travail d'escorte est une «job stressante». #Magnotta,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529312848053567488,,,@IsabelleRicher
#Magnotta vivait de prestations en vertu d'un programme pour gens inaptes au travail. «Il travaillait comme escorte» souligne le procureur,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529312460424359936,passe,,@IsabelleRicher
"«Les drogues de rue, comme la cocaïne, peuvent entraîner des symptômes comme ceux que décrivait #Magnotta ?» Oui, répond le témoin",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529311419414892544,,,@IsabelleRicher
"Le dr Tan admet en contre interro qu'il ignore si #Magnotta consommait des drogues, pas posé la question. Aurait été pertinent dit-il...",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529310325997568000,,,@IsabelleRicher
"En juillet 06, il annonce à son médecin qu'il change son nom (Éric Clinton Newman ) pour Luka Rocco #Magnotta pcq on le suit partout",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529296324878139395,,,@IsabelleRicher
Mais #Magnotta n'entretient pas d'idées suicidaires ni homicidaires en 2005 selon son dossier médical.,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529294777788162048,,,@IsabelleRicher
"En mars 05, #Magnotta se plaint à son médecin qu'il se sent épié et qu'il entend des voix.",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529293899689656322,,,@IsabelleRicher
"En 2004, #Magnotta prend des substituts alimentaires, va au gym 3-4 fois semaine. Son humeur? Stable, répond Dr Tan.",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529290719408979968,,,@IsabelleRicher
En 2003-04 #Magnotta consulte régulièrement Dr Tan pour perte de poids et problèmes liés au stress,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529289918213013504,,,@IsabelleRicher
Le dossier de #Magnotta mentionne qu'il est maniacodépressif et souffre d'une légère forme de schizophrénie.,11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529288127052275712,,,@IsabelleRicher
"La défense de #Magnotta se poursuit avec le Dr Alan Tan, un omnipraticien qui le suivait en Ontario au début des années 2000",11/3/2014,https://twitter.com/#!/IsabelleRicher/status/529287862089707520,Problemes mentaux,,@IsabelleRicher
"Fin de la journée au procès #Magnotta. Contre-interrogatoire du Dr Barth se poursuivra mercredi, 9h30.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529750743096766466,procedure,,@MessierSRC
"Barth dit avoir discuté de #Magnotta avec Dr Watts, le psychiatre qui l'a accompagné en avion lors de son extradition.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529750438581903361,,,@MessierSRC
"#Magnotta ressentait de la détresse en raison de ce courrier, dit Barth. Se comportait en conséquence.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529747636069613568,arrestation,,@MessierSRC
"#Magnotta a reçu de nombreuses lettres et cartes postales quand il était incarcéré chez nous, dit Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529747239582060545,arrestation,,@MessierSRC
"Je m'attendais à traiter #Magnotta pus longtemps, dit Barth. Il a été surpris par la rapidité de son extradition.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529743823417905152,,,@MessierSRC
"Barth dit que #Magnotta lui a dit avoir fait 2 séjours en psychiatrie en 2011: North York General Hsopital et Mount Sinai, à Miami Beach.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529743500406181888,,,@MessierSRC
«Ns avions l'impression d'avoir affaire avec un patient psychotique. C'est pour ça que ns lui avons donné des médicaments» -Barth #Magnotta,11/4/2014,https://twitter.com/#!/MessierSRC/status/529741949117665280,,,@MessierSRC
"Sur ce, fin de l'interrogatoire de Barth. Le procureur de la Couronne, Louis Bouthillier, le contre-interroge #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529740570919702528,procedure,,@MessierSRC
"Difficile de poser diagnostic sans savoir le motif, précise Barth. Faut voir. Pourrait être lié à la schizophrénie. #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529740351263997953,ambiance,,@MessierSRC
"Me Leclair décrit des gestes posés par #Magnotta dans vidéo. Demande à Barth s'il peut poser diagnostic. Difficile, répond-il",11/4/2014,https://twitter.com/#!/MessierSRC/status/529739881678123010,arrestation,,@MessierSRC
"Barth interrogé par la défense sur la paraphilie (pratiques sexuelles hors norme), notamment le sadisme sexuel. #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529739512948477953,,,@MessierSRC
"Procès #Magnotta reprend finalement. Suite du témoignage du psychiatre allemand Thomas Barth, qui a vu l'accusé du 11 au 18 juin 2012",11/4/2014,https://twitter.com/#!/MessierSRC/status/529737520909942785,procedure,,@MessierSRC
"Procès #Magnotta a repris, mais toujours sans le jury.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529729654614401025,procedure,,@MessierSRC
Pause de 15-20 min. au procès #Magnotta. Mais nous ne sommes pas encore sortis de l'auberge avec la dernière objection de la Couronne.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529721817720967168,,,@MessierSRC
"Toujours hors jury au procès #Magnotta. Je ne peux rien vous dire, mais il semble que ça va durer encore un bon moment.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529718603139276801,,,@MessierSRC
L'avocat de #Magnotta veut revenir sur la sexualité de son client. Couronne veut aborder un point de droit. Jury quitte la salle.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529712018165878784,Paris,,@MessierSRC
"Procès #Magnotta reprend. Suite du témoignage de Thomas Barth, le psychiatre allemand qui a vu Magnotta du 11 au 18 juin 2012",11/4/2014,https://twitter.com/#!/MessierSRC/status/529711536257110017,procedure,,@MessierSRC
Pause du midi au procès #Magnotta. De retour à 14h.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529685080374272000,video,,@MessierSRC
"Les infirmières avaient aussi l'impression qu'il était schizophrène, dit Barth. Il n'a jamais senti que #Magnotta simulait sa condition.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529684670234255360,,,@MessierSRC
"Presque tout ce que me disait #Magnotta sortait de nulle part, dit Barth. A par ex. parlé d'une Debbie qui lui avait jeté un sort...",11/4/2014,https://twitter.com/#!/MessierSRC/status/529684046734184448,,,@MessierSRC
Barth dit avoir rencontré #Magnotta sur une base quotidienne.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529683541651881985,,,@MessierSRC
"L'alcool et le cannabis sont souvent utilisés par schizophrènes pour calmer symptômes, dit Barth. Facile à se procurer. #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529682687188283393,,,@MessierSRC
"#Magnotta a aussi dit que «Manny» l'avait fait fumer du cannabis, avait mis de la cocaïne dans des verres, poursuit Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529682238158680064,arrestation,,@MessierSRC
"#Magnotta m'a dit qu'il n'aimait pas l'alcool, buvait peu, dit Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529681903033778177,arrestation,,@MessierSRC
"Pour établir un diagnostic de schizophrénie, il faut beaucoup d'informations, dit Dr Barth. #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529680197533302784,,,@MessierSRC
Barth dit avoir fait venir des dossiers médicaux de #Magnotta en Floride et à Toronto pour avoir + d'infos pour diagnostic.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529680029064908801,,,@MessierSRC
"#Magnotta parlait de sa sexualité comme s'il parlait de quelqu'un d'autre, comme s'il n'était pas impliqué, dit Dr Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529679755680174080,arrestation,,@MessierSRC
"Je sentais que #Magnotta ne simulait pas quand je lui parlais. Il voulait en finir avec les questions. Ton monocorde, dit Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529678265498468352,,,@MessierSRC
#Magnotta a aussi évoqué relations sexuelles avec sa belle-mère qui l'ont amusé pendant un temps avant qu'il ne veuille plus.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529677288582172672,arrestation,,@MessierSRC
"#Magnotta m'a parlé de nombreuses relations homosexuelles, mais se disait incertain de son orientation. Peut-être gai ou bisexuel -Barth",11/4/2014,https://twitter.com/#!/MessierSRC/status/529676927842648065,arrestation,,@MessierSRC
"Barth dit qu'après une 1ère rencontre dans la bibliothèque, il a toujours rencontré #Magnotta dans son bureau, seul.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529674769533505536,,,@MessierSRC
"#Magnotta a eu des contacts avec les autres patients, mais était quand même souvent dans sa cellule, dit Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529674400514445313,arrestation,,@MessierSRC
"Pendant sa semaine avec nous, #Magnotta parlait de plus en plus lentement. Fixait le vide plus souvent qu'autrement.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529673425678512128,,,@MessierSRC
"#Magnotta a évoqué une «sorcière», sans préciser à qui il faisait référence. A parlé de sa mère alcoolique, qu'il disait haïr.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529673010987687937,arrestation,,@MessierSRC
"Procès #Magnotta reprend. Le témoin est le psychiatre Thomas Barth, qui a vu l'accusé pendant une semaine à Berlin, après son arrestation.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529672497789423616,procedure,,@MessierSRC
Pause au procès #Magnotta. De retour à 11h25.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529665376855281665,corps,,@MessierSRC
"#Magnotta disait que Manny le battait, le forçait à boire son urine, manger ses selles, lui faire une fellation, etc, poursuit Barth",11/4/2014,https://twitter.com/#!/MessierSRC/status/529664314199003136,arrestation,,@MessierSRC
"#Magnota a aussi parlé d'un dénommé Manny, Américain de 30 ans, proxénète, dit Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529663752330031104,,,@MessierSRC
"#Magnotta m'a parlé de son père, schizophrène, et des gens qui se moquaient de lui. Il se sentait épié aussi, dit Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529663252977164288,arrestation,,@MessierSRC
"#Magnotta a aussi dit qu'un ex-amant, Robin, avait tenté de l'empoisonner, relate Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529662655049789440,arrestation,,@MessierSRC
"En général, les schizophrènes cachent leurs symptômes, dit Barth. Et ils évitent de regarder les autres, ce que #Magnotta faisait.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529662318595305472,,,@MessierSRC
"Entendre des voix, c'est le principal symptôme de la schizophrénie. #Magnotta disait avoir une radio dans sa tête, dit le Dr Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529661771997802496,,,@MessierSRC
"Comment êtes-vs arrivé à ce diagnostic? On le soupçonnait, alors j'ai posé des questions en ce sens. Notamment sur voix entendus #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529661592187994112,,,@MessierSRC
"Dr Barth explique avoir discuté de #Magnotta avec Dr Watts, qui accompagnait les policiers de Montréal lors de l'extradition, 18 juin 2012.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529661088720506882,,,@MessierSRC
Dr Barth souligne cependant qu'il faut normalement 4 semaines pour évaluation plus poussée. Or #Magnotta n'est resté là qu'une semaine,11/4/2014,https://twitter.com/#!/MessierSRC/status/529660583021666304,,,@MessierSRC
"«Épisode psychotique sévère relié à sa schizophénie paranoïde soupçonné» peut-on lire dans le rapport de Barth, 18 juin 2012 #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529660209233670145,,,@MessierSRC
Barth dit avoir conclu que #Magnotta avait des problèmes psychotiques. Soupçonnait que c'était lié à sa schizophrénie paranoïde.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529659661197516800,,,@MessierSRC
Dr Barth explique que #Magnotta était timide lors de leur 1ère rencontre.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529659127874994176,,,@MessierSRC
Barth était au courant du dossier avant de rencontrer #Magnotta. Il relate sa première rencontre avec lui.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529658499945738240,,,@MessierSRC
Barth explique que sa première rencontre avec #Magnotta a eu lieu dans la bibliothèque de son établisement.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529657466393751553,,,@MessierSRC
"Le généraliste qui a vu #Magnotta a cependant demandé à ce qu'il subisse une évaluation psychiatrique d'urgence, dit Dr Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529656238108590081,,,@MessierSRC
"Le médecin généraliste qui a vu #Magnotta a cependant déterminé qu'il n'avait pas d'idées suicidaires, précise Barth.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529655566164324353,,,@MessierSRC
"Le mandat d'arrêt pour #Magnotta mentionnait qu'il était schizophrène, dit Dr Barth. Faut alors vérifier si prévenu a des idées suicidaires.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529655316498366464,,,@MessierSRC
"Barth explique qu'en Allemagne, un prévenu doit voir un médecin dans les 24 heures. Ce fut respecté avec #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529654933432586240,,,@MessierSRC
"La défense présente extraits du témoignage du policier allemand qui a tenté d'interroger #Magnotta le 4 juin 2012, après son arrestation",11/4/2014,https://twitter.com/#!/MessierSRC/status/529653754187223040,,,@MessierSRC
"Barth a rencontré #Magnotta une 1ère fois le 11 juin 2012, soit 7 jrs après son arrestation. Il venait d'être admis à l'hôpital de la prison",11/4/2014,https://twitter.com/#!/MessierSRC/status/529652815166443521,,,@MessierSRC
Le Dr Barth est déclaré expert en psychiatrie légale par juge Cournoyer. Il peut donc donner son opinion. Son témoignage commence #Magnotta,11/4/2014,https://twitter.com/#!/MessierSRC/status/529652342300626946,,,@MessierSRC
"Dr Barth dit avoir eu copie d'une recherche d'une collègue, portant sur les schizophrènes et les crimes sexuels. On y reviendra #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529651165030780931,,,@MessierSRC
"Le Dr Barth est formé en psychiatrie, mais aussi en neurologie. La schizophrénie est toutefois un problème psychiatrique, dit-il #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529647491533524992,,,@MessierSRC
Le Dr Barth travaille au département de psychiatrie de l'hôpital d'une prison de Berlin. Il explique son parcours professionnel #Magnotta,11/4/2014,https://twitter.com/#!/MessierSRC/status/529645666788999169,,,@MessierSRC
"La défense veut que le Dr Barth témoigne à titre d'expert en psychiatrie légale, comme c'est le cas pour la Dre Roy #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529644970446450688,,,@MessierSRC
"Le Dr Barth va témoigner un anglais, mais un interprète anglais-allemand est néanmoins assermenté au cas où. #Magnotta",11/4/2014,https://twitter.com/#!/MessierSRC/status/529644813080346624,,,@MessierSRC
Juge Cournoyer informe jury que le Dr Barth est entendu maintenant pour des raisons d'horaire. Il doit retourner à Berlin #Magnotta,11/4/2014,https://twitter.com/#!/MessierSRC/status/529644556703518720,procedure,,@MessierSRC
Chamgement de programme au procès #Magnotta. Témoignage de la Dre Roy est suspendu. Défense fait plutôt entendre Thomas Barth.,11/4/2014,https://twitter.com/#!/MessierSRC/status/529644097272037376,,,@MessierSRC
"Le procès #Magnotta reprendra d'une minute à l'autre. Suite du témoignage de la psychiatre Renée Roy, qui le traite actuellement.",11/4/2014,https://twitter.com/#!/MessierSRC/status/529642854139056128,procedure,,@MessierSRC
"Pendant qu'il était détenu à Berlin, #Magnotta recevait du courrier d'admirateurs-trices, des inconnu(e)s",11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529747485204709376,,,@IsabelleRicher
Le psychiatre Barth reprend son témoignage devant jury au procès #Magnotta,11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529738174701244417,Problemes mentaux,,@IsabelleRicher
#magnotta change de sujets sans arrêt avec le psychiatre Barth. Parle d'un Robin qui a essayé de l'empoisonner...,11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529664372030078977,,,@IsabelleRicher
#Magnotta ajoute qu'il a une radio dans la tête.,11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529662574758203392,passe,,@IsabelleRicher
Barth demande à #Magnotta (alors en prison) s'il entend des voix. Répond qu'il en entend depuis la veille.,11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529662412119867392,,,@IsabelleRicher
Barth ajoute qu'un diagnostic de schizophrénie prendrait au moins 4 semaines à établir. Il n'a eu qu'une semaine pour observer #Magnotta,11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529660784977387521,,,@IsabelleRicher
Dr Barth a diagnostiqué un épisode psychotique en raison d'une schizophrénie paranoïde chez #Magnotta,11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529659566766972928,,,@IsabelleRicher
Dr Barth décrit #Magnotta comme un individu plutôt timide,11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529658634062815232,,,@IsabelleRicher
Les médecins font donc un triage soigneux pour envoyer en psychiatrie seuls les cas les plus urgents. #Magnotta,11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529657530163933186,,,@IsabelleRicher
"La prison de Berlin est vieille, l'aile psychiatrique est récente. Détenus tentés de jouer la comédie pour y aller #Magnotta",11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529657306234224640,,,@IsabelleRicher
"Sur le mandat d'arrestation de #Magnotta , la mention schizophrène. Un médecin à la prison demande alors qu'il soit vu en psychiatrie",11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529655927386173441,,,@IsabelleRicher
"Dr Thomas Barth, psychiatre, a rencontré #Magnotta le 11 juin 2012 lorsqu'il a été admis dans l'aile psychiatrique de la prison.",11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529653102920884224,,,@IsabelleRicher
Le jury entend présentement le psychiatre allemand qui a vu #Magnotta en prison à Berlin en juin 2012,11/4/2014,https://twitter.com/#!/IsabelleRicher/status/529651652580868096,procédure,,@IsabelleRicher
Fin de l'interrogatoire de la Dre Roy. Procès suspendu jusqu'à demain matin. La Couronne pourra alors la contre-interroger. #Magnotta,11/5/2014,https://twitter.com/#!/MessierSRC/status/530107722088583169,procedure,,@MessierSRC
"8 octobre 2014: Roy note que #Magnotta n'a pas d'idées suicidaires, pas d'hallucinations auditives. Le procès était alors en cours.",11/5/2014,https://twitter.com/#!/MessierSRC/status/530107166796312577,,,@MessierSRC
2 mai 2014: Roy note que #Magnotta est devenu plus anxieux et interprétatif après plusieurs visites à la cour.,11/5/2014,https://twitter.com/#!/MessierSRC/status/530106494382260225,,,@MessierSRC
Comment expliquer cette impression de cellulaire dans la tête? Ça se peut que les symptômes psychotiques soient + évidents dit Roy #Magnotta,11/5/2014,https://twitter.com/#!/MessierSRC/status/530106078881910786,,,@MessierSRC
"Dre Roy dit qu'elle a augmenté sa médication de quétiapine en conséquence, mais à prendre uniquement au coucher #Magnotta",11/5/2014,https://twitter.com/#!/MessierSRC/status/530105375773970433,,,@MessierSRC
Procès #Magnotta reprend. Dre Roy interrogée sur son rapport du 22 août 2014. Magnotta a l'impression d'avoir un cellulaire dans sa tête.,11/5/2014,https://twitter.com/#!/MessierSRC/status/530105146752393216,procedure,,@MessierSRC
Jury quitte la salle de nouveau. Le juge veut s'adresser aux avocats en son absence. #Magnotta,11/5/2014,https://twitter.com/#!/MessierSRC/status/530102093869498368,,,@MessierSRC
"Roy confirme que la cellule de #Magnotta était très sale. Ça laissait à désirer beaucoup, dit-elle.",11/5/2014,https://twitter.com/#!/MessierSRC/status/530101989649448960,,,@MessierSRC
"Mai 2013, #Magnotta se plaignait d'avoir d'hallucinations auditives. Ne prenait pas sa douche pour ne pas être agressé.",11/5/2014,https://twitter.com/#!/MessierSRC/status/530101569740865538,,,@MessierSRC
"Roy dit qu'elle a joint le père de #Magnotta de mai 2013, mais ce dernier parlait plus de ses propres problèmes familiaux",11/5/2014,https://twitter.com/#!/MessierSRC/status/530101049395511298,,,@MessierSRC
"Roy dit qu'elle cherchait le «fonctionnement optimal antérieur» de #Magnotta, i.e. revenir au moment où il fonctionnait le mieux",11/5/2014,https://twitter.com/#!/MessierSRC/status/530100818373251072,,,@MessierSRC
"#Magnotta collaborait avec moi, dit Dre Roy. Difficile d'avoir des réponses précises au début, mais ça s'est amélioré avec le temps.",11/5/2014,https://twitter.com/#!/MessierSRC/status/530100051201490944,arrestation,,@MessierSRC
"25 avril 2013: #Magnotta s'interroge sur son diagnostic, mais il est «difficile» de le faire. Traits histrioniques et narcissiques chez lui.",11/5/2014,https://twitter.com/#!/MessierSRC/status/530099187531407361,,,@MessierSRC
"25 avril 2013: Roy mentionne les hallucinations auditives rapportées par #Magnotta. Ça semble + important quand il est angoissé, note-t-elle",11/5/2014,https://twitter.com/#!/MessierSRC/status/530098789907169280,,,@MessierSRC
